,F1DLOT,F1ROLL,CLAIM_NUM,CLAIM,Claims,DIM_DIVISION_CUSTOMER_GK,F1GROL,F1GROL_count,F1PROL,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,INVENTORY_SIZE_CD,INVENTORY_STYLE_CD,claimRatio,dollarClaims,dollarPerClaim,dollarPerSale,dollarSales,numClaims,numSales,F1ROLL_count,F1DLOT_count
161,K32848,99490730,7056750,755.61,0,326552,4235249,1,99357857,1,24,1,46,0.0033782931886892163,755.61,755.61,2600.7697674418605,223666.2,1.0,86.0,1,1
162,A24820,01128706,7109282,1345.41,1,250179,4359597,1,00805781,1,40,1,43,0.22474307777742217,9619.86,1202.4825,778.2510909090909,42803.81,8.0,55.0,1,1
163,A19191,98892416,7003136,1283.04,1,250179,4130504,1,98599138,1,40,1,43,0.22474307777742217,9619.86,1202.4825,778.2510909090909,42803.81,8.0,55.0,1,1
164,A20748,99520570,7016305,1277.07,1,250179,4197276,1,99236594,1,40,1,43,0.22474307777742217,9619.86,1202.4825,778.2510909090909,42803.81,8.0,55.0,1,1
165,A22267,99855439,7087921,787.02,1,250179,4194208,1,99790054,1,40,1,43,0.22474307777742217,9619.86,1202.4825,778.2510909090909,42803.81,8.0,55.0,1,1
166,A29549,02695259,7109279,1137.54,0,250179,4515700,1,02632374,1,40,1,43,0.22474307777742217,9619.86,1202.4825,778.2510909090909,42803.81,8.0,55.0,1,1
167,A40852,07201856,7023083,1033.91,0,334483,4958578,1,07073245,1,18,1,11,0.011749526028999764,1033.91,1033.91,1086.369012345679,87995.89,1.0,81.0,1,1
168,K57124,06442907,7044682,461.59,0,232904,4886597,1,,1,41,1,47,0.001357713591939988,1013.97,506.985,1991.5245866666667,746821.72,2.0,375.0,1,1
169,A54391$,11078965,7108622,1071.25,1,226438,5340890,2,,1,19,1,48,0.005334882002634073,2045.67,1022.835,5991.4340625,383451.78,2.0,64.0,1,2
170,A54391$,11214392,7109050,974.42,1,226438,5340890,2,11078965,1,19,1,48,0.005334882002634073,2045.67,1022.835,5991.4340625,383451.78,2.0,64.0,1,2
171,K78843$,11263187,7120651,820.69,1,261034,5357866,1,,1,29,1,1,0.008813229950140803,820.69,820.69,904.0799029126213,93120.23,1.0,103.0,1,1
172,A38464,06290789,7008163,504.0,0,242038,4898939,2,06246715,1,32,1,48,0.01606573435467627,1008.0,1008.0,633.759898989899,62742.23,1.0,99.0,2,2
173,A38464,06290789,7008163,504.0,1,242038,4898939,2,06246715,1,32,1,48,0.01606573435467627,1008.0,1008.0,633.759898989899,62742.23,1.0,99.0,2,2
174,061771$,04876052,6972317,59.04,1,256343,4752841,1,,1,20,1,30,0.013372541183570822,1448.22,724.11,1406.4680519480519,108298.04,2.0,77.0,1,10
175,061771$,04851803,6972317,1095.5,1,256343,4750729,1,,1,20,1,30,0.013372541183570822,1448.22,724.11,1406.4680519480519,108298.04,2.0,77.0,1,10
176,727333$,06076066,7000869,293.68,1,256343,4884702,1,06074749,1,20,1,30,0.013372541183570822,1448.22,724.11,1406.4680519480519,108298.04,2.0,77.0,1,2
177,L135502,05974558,6997624,1080.0,1,274317,4831695,4,M0228002,1,43,1,42,0.043901875054059555,6121.22,3060.61,2323.826333333333,139429.58,2.0,60.0,1,4
178,L135502,05974525,6997624,354.62,1,274317,4831695,4,M0228001,1,43,1,42,0.043901875054059555,6121.22,3060.61,2323.826333333333,139429.58,2.0,60.0,1,4
179,L135502,M0228002,6997624,1998.0,1,274317,4831695,4,,1,43,1,42,0.043901875054059555,6121.22,3060.61,2323.826333333333,139429.58,2.0,60.0,1,4
180,L135502,M0228001,6997624,2441.98,1,274317,4831695,4,,1,43,1,42,0.043901875054059555,6121.22,3060.61,2323.826333333333,139429.58,2.0,60.0,1,4
181,K53095$,05596028,7004903,603.9,0,260529,4812773A,1,05411194,1,29,1,1,0.00658871062238931,603.9,603.9,615.1461744966443,91656.78,1.0,149.0,1,2
182,K53416$,06500006,7103127,113.52,1,261867,4831134,2,05558972,1,12,1,15,0.00084657445935505,819.85,819.85,4192.3473593073595,968432.24,1.0,231.0,1,2
183,K53416$,06500189,7103127,706.33,1,261867,4831134,2,05558826,1,12,1,15,0.00084657445935505,819.85,819.85,4192.3473593073595,968432.24,1.0,231.0,1,2
184,851761,10401572,7126668,373.44,1,321456,5272843,1,,1,44,1,50,0.0021828883276441497,373.44,373.44,4073.240238095238,171076.09,1.0,42.0,1,1
185,A47367,09071770,7105839,155.21,1,279975,5149691,1,,1,45,1,51,0.0008007821247331046,260.87,86.95666666666666,2246.682827586207,325769.01,3.0,145.0,1,1
186,A52393,10515435,7136369,27.81,1,279975,5281618,1,,1,45,1,51,0.0008007821247331046,260.87,86.95666666666666,2246.682827586207,325769.01,3.0,145.0,1,2
187,A52393,10515592,7124584,77.85,1,279975,5281624,1,,1,45,1,51,0.0008007821247331046,260.87,86.95666666666666,2246.682827586207,325769.01,3.0,145.0,1,2
188,A40610,07501748,7054554,930.15,1,328304,4956837,1,06956105,1,46,1,52,0.003900832668306681,930.15,930.15,2129.009732142857,238449.09,1.0,112.0,1,1
189,K35294,00147514,7121109,220.62,1,279975,4313618,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
190,K35294,00147534,7121109,439.87,1,279975,4313618,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
191,K23706,96751028,7041328,351.34,0,279975,3960621,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
192,K23706,96751076,7041328,715.88,0,279975,3960621,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
193,K19966,95606579,6974684,141.12,1,279975,3852529,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,3
194,K51268,05467880,7107804,840.14,1,279975,4769542,1,04917832,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,1
195,K46758,03778273,7102834,197.48,1,279975,4642848,1,03728465,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
196,K46758,03778455,7102834,893.77,1,279975,4642851,1,03728735,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,2
197,K19966,95606637,6974684,519.89,1,279975,3852529,2,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,3
198,K19966,95606760,6974684,520.38,1,279975,3852531,1,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,3
199,K19114,95376993,7002832,229.32,1,279975,3819804,1,,1,24,1,46,0.0053490888678413865,10459.31,697.2873333333333,12780.027581699345,1955344.22,15.0,153.0,1,1
200,A39871$,06692426,7039236,179.98,1,265975,4938970,1,,1,26,1,31,0.003494065841632209,378.34,189.17,2082.3217307692307,108280.73,2.0,52.0,1,2
201,K58146,06978679,7039679,1270.08,0,231198,4930413,4,,1,10,1,53,0.40776175371457185,1270.08,1270.08,519.1266666666667,3114.76,1.0,6.0,1,4
202,A30578$,03266427,6973334,176.86,1,242038,4579745,1,03012190,1,10,1,48,0.0033945883551486037,316.08,158.04,721.8055038759691,93112.91,2.0,129.0,1,1
203,A46890$,08971337,7064001,139.22,1,242038,5135139,1,08925780,1,10,1,48,0.0033945883551486037,316.08,158.04,721.8055038759691,93112.91,2.0,129.0,1,1
204,K58711$,07186459,7067629,1166.65,0,240559,4984279,1,,1,2,1,2,0.004008924267807344,1166.65,1166.65,858.4461061946902,291013.23,1.0,339.0,1,1
205,K70023$,09607116,7103239,169.76,1,251961,5204129,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,2,3
206,K70023$,09607116,7103243,251.68,1,251961,5204129,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,2,3
207,PR100226,08862172,7067630,898.0,1,251961,5118512,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
208,PR100226,08862197,7067630,898.0,1,251961,5118513,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
209,PR100226,08862208,7067630,898.0,1,251961,5118514,5,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
210,K70023$,09618322,7093296,264.85,1,251961,5204132,1,09608117,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,3
211,PR100226,08861913,7067630,724.37,1,251961,5115281,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
212,PR100226,08861929,7067630,898.0,1,251961,5115282,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
213,PR100226,08861934,7067630,898.0,1,251961,5115282,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
214,PR100226,08862000,7067630,898.0,1,251961,5116208,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
215,PR100226,08862019,7067630,898.0,1,251961,5116209,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
216,PR100226,08862103,7067630,898.0,1,251961,5117808,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
217,831049,09318825,7067630,784.36,1,251961,5175049,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
218,831049,09318999,7067630,793.62,1,251961,5175053,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
219,831049,09319090,7067630,928.22,1,251961,5175056,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
220,831049,09319191,7067630,1081.87,1,251961,5175058,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
221,831049,09319369,7067630,775.58,1,251961,5178694,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
222,831049,09319378,7067630,775.58,1,251961,5178694,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
223,831049,09319385,7067630,775.58,1,251961,5178694,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
224,831049,09319394,7067630,775.58,1,251961,5178694,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
225,831049,09319543,7067630,802.4,1,251961,5178696,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
226,831049,09319579,7067630,872.16,1,251961,5178697,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
227,831049,09319625,7067630,1038.5,1,251961,5178697,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
228,831049,09319819,7067630,1093.11,1,251961,5179863,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
229,831049,09319853,7067630,1064.84,1,251961,5179864,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
230,831049,09319906,7067630,1087.27,1,251961,5179865,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
231,831049,09371273,7067630,942.4,1,251961,5175056,2,09319090,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
232,831049,09371450,7067630,918.96,1,251961,5175048,2,09277805,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
233,831049,09371504,7067630,889.72,1,251961,5178697,3,09319579,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
234,831049,09371834,7067630,813.6,1,251961,5178696,4,09319543,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
235,831049,09373564,7067630,940.91,1,251961,5175055,1,09319037,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
236,824633,09212467,7067630,878.0,1,251961,5169436,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,15
237,824633,09273827,7067630,878.0,1,251961,5174833,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,15
238,824633,09212407,7067630,878.0,1,251961,5169435,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,15
239,824633,09348854,7067630,1112.12,1,251961,5162609,1,09177015,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,15
240,831049,09277805,7067630,916.06,1,251961,5175048,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,27
241,824633,09177473,7067630,878.0,1,251961,5162615,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,15
242,PR100226,08862251,7067630,169.14,1,251961,5118750,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
243,PR100226,08862247,7067630,898.0,1,251961,5118750,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
244,PR100226,08862237,7067630,898.0,1,251961,5118749,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
245,PR100226,08862228,7067630,898.0,1,251961,5118749,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
246,PR100226,08862219,7067630,898.0,1,251961,5118514,5,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
247,PR100226,08862217,7067630,898.0,1,251961,5118514,5,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
248,PR100226,08862213,7067630,898.0,1,251961,5118514,5,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
249,PR100226,08862211,7067630,898.0,1,251961,5118514,5,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
250,PR100226,08862145,7067630,898.0,1,251961,5117809,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
251,PR100226,08862181,7067630,898.0,1,251961,5118512,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
252,PR100226,08862053,7067630,745.34,1,251961,5116210,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
253,PR100226,08862079,7067630,898.0,1,251961,5117806,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
254,PR100226,08862081,7067630,898.0,1,251961,5117806,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
255,PR100226,08862091,7067630,898.0,1,251961,5117807,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
256,PR100226,08862094,7067630,898.0,1,251961,5117807,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
257,PR100226,08862096,7067630,898.0,1,251961,5117807,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
258,PR100226,08862099,7067630,898.0,1,251961,5117807,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
259,PR100226,08862154,7067630,895.49,1,251961,5118511,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
260,PR100226,08862157,7067630,936.43,1,251961,5118511,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,31
261,862,08892174,7058098,898.0,1,251961,5130392,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
262,862,08892189,7058098,905.0,1,251961,5130392,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
263,862,08892217,7058098,898.0,1,251961,5130393,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
264,862,08892236,7058098,898.0,1,251961,5130393,2,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
265,862,08892751,7058098,898.0,1,251961,5130394,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
266,862,08892759,7058098,898.0,1,251961,5130394,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
267,862,08892769,7058098,898.0,1,251961,5130394,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
268,862,08892778,7058098,898.0,1,251961,5130394,4,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
269,862,08892820,7058098,1199.82,1,251961,5130395,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
270,862,08892899,7058098,898.0,1,251961,5130396,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
271,862,08892913,7058098,898.0,1,251961,5130396,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
272,862,08892923,7058098,898.0,1,251961,5130396,3,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
273,862,08892979,7058098,898.0,1,251961,5130397,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
274,862,08892992,7058098,898.0,1,251961,5130398,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
275,862,08893311,7058098,1054.66,1,251961,5130401,1,,1,9,1,15,0.0848558470070167,61440.98,10240.163333333334,6766.944018691589,724063.01,6.0,107.0,1,19
276,K49501,04576018,6972805,381.49,0,252384,4706849,1,04477857,1,47,1,54,0.15693558273375377,381.49,381.49,607.7175,2430.87,1.0,4.0,1,1
277,K55038,05926163,7049387,191.73,1,287352,4850123,1,,7,48,1,55,0.007230319600263976,191.73,191.73,2410.681818181818,26517.5,1.0,11.0,1,1
278,K55350$,07234489,7026021,706.65,1,240715,4878371,1,06294108,1,49,1,15,0.00582959255874711,773.3,386.65,1263.3407619047618,132650.78,2.0,105.0,1,1
279,A53384$,11138597,7126604,1581.43,0,298094,5282753,1,10820162,1,32,1,48,0.5162335966573088,1581.43,1581.43,1021.1333333333333,3063.4,1.0,3.0,1,1
280,A58291,12295721,7140255,134.27,1,250759,5405676,1,,1,16,1,18,0.00926601696799936,2212.42,316.06,814.9047781569966,238767.1,7.0,293.0,1,1
281,A51910,10388109,7103608,44.64,1,250759,5270538,1,,1,16,1,18,0.00926601696799936,2212.42,316.06,814.9047781569966,238767.1,7.0,293.0,1,1
282,A43023,07680021,7037761,85.54,1,250759,5023798,1,,1,16,1,18,0.00926601696799936,2212.42,316.06,814.9047781569966,238767.1,7.0,293.0,1,1
283,A45245,08527084,7091411,938.67,1,250759,5088120,1,08428269,1,16,1,18,0.00926601696799936,2212.42,316.06,814.9047781569966,238767.1,7.0,293.0,1,1
284,A45534,08552707,7094086,766.3,0,250759,5093108,1,08470527,1,16,1,18,0.00926601696799936,2212.42,316.06,814.9047781569966,238767.1,7.0,293.0,1,1
285,825965,08893856,7135782,2915.2,1,103553,5110292,1,,8,27,1,56,0.018290610903392544,2915.2,2915.2,8854.573333333334,159382.32,1.0,18.0,1,1
286,P65717RR,11905681,7143531,434.7,1,250242,5177614,1,09465034,6,8,1,57,1.1394196744515215,434.7,434.7,127.17,381.51,1.0,3.0,1,1
287,A36443,05142573,7013035,6.7,1,319858,4797120,1,,1,50,1,58,2.896920702488775e-05,27.58,9.193333333333333,10462.037252747254,952045.39,3.0,91.0,1,1
288,A51782,10388893,7103485,13.94,0,319858,5269224,1,,1,50,1,58,2.896920702488775e-05,27.58,9.193333333333333,10462.037252747254,952045.39,3.0,91.0,1,1
289,A41474,07363835,7104828,6.94,0,319858,4999823,1,07316505,1,50,1,58,2.896920702488775e-05,27.58,9.193333333333333,10462.037252747254,952045.39,3.0,91.0,1,1
290,P57892R,08376168,7119110,1903.35,1,233233,5077033,1,,7,51,1,59,0.5676577895807997,2287.15,1143.575,251.81875,4029.1,2.0,16.0,1,1
291,P58575,08470125,7057279,934.17,0,391090,5092069,1,,7,45,1,60,0.00021187855144230822,1825.17,912.585,1097.3537949044585,8614227.29,2.0,7850.0,1,1
292,531349,00528090,7038059,701.78,0,284418,4335267,1,,1,20,1,30,0.011632820074529747,701.78,701.78,685.5407954545454,60327.59,1.0,88.0,1,1
293,CK640651,08727484,7133448,1002.62,0,241061,5079910B,1,08606503,1,6,1,19,0.006566496383710296,2079.92,1039.96,887.2473389355742,316747.3,2.0,357.0,1,1
294,P78606,11519373,7137889,477.53,1,228338,5321193,4,11295367,7,19,1,62,0.8805146836209506,1454.17,1454.17,550.5,1651.5,1.0,3.0,1,4
295,P78606,11519368,7137889,373.68,1,228338,5321193,4,11295367,7,19,1,62,0.8805146836209506,1454.17,1454.17,550.5,1651.5,1.0,3.0,1,4
296,P78606,11519365,7137889,373.68,1,228338,5321193,4,11295367,7,19,1,62,0.8805146836209506,1454.17,1454.17,550.5,1651.5,1.0,3.0,1,4
